id,rank,  workers  ,company,state,city,  growth_in_%  ,  revenue  ,industry,yrs_on_list
18284,2869,"1,476",The Cellular Connection,IN,Marion,128,"$671,930,112.00 ",Telecommunications,5
24435,2870,48,Tom Ferry - Your Coach,CA,Irvine,128,"$10,590,720.00 ",Real Estate,2
1050,2871,284,Mindshare Technologies,UT,Salt Lake City,128,"$30,942,763.00 ",Business Products & Services,7
21971,2872,27,Central Park West Dentistry,NY,New York,128,"$4,761,566.00 ",Health,3
4685,2873,68,Claris Networks,TN,Knoxville,128,"$16,079,374.00 ",IT Services,5
19919,2874,288,Vino Volo,CA,San Francisco,128,"$28,339,898.00 ",Food & Beverage,4
25906,2875,38,Anita Goodesign,NC,Charlotte,128,"$6,965,448.00 ",Consumer Products & Services,1
12714,2876,49,ENS Group,IN,Fort Wayne,128,"$10,995,000.00 ",IT Services,5
25655,2877,47,Alpha Net Consulting,CA,Santa Clara,127,"$10,410,000.00 ",IT Services,1
23963,2878,20,Deep River Snacks,CT,Old Lyme,127,"$16,488,400.00 ",Food & Beverage,2
23875,2879,58,DataSong,CA,San Francisco,127,"$6,036,230.00 ",Advertising & Marketing,2
11421,2880,250,The Vertex Companies,MA,Weymouth,127,"$43,727,031.00 ",Engineering,5
22427,2881,46,Andrew Christian,CA,Glendale,127,"$15,280,185.00 ",Retail,3
2525,2882,29,ClearStar,GA,Alpharetta,127,"$7,793,851.00 ",Human Resources,7
24049,2883,9,Diablo Flooring,CA,Pleasanton,127,"$2,943,906.00 ",Retail,2
23791,2884,80,ESP IT,MN,Minneapolis,127,"$7,846,618.00 ",IT Services,2
21322,2885,15,WorthPoint,GA,Atlanta,127,"$4,213,441.00 ",Consumer Products & Services,3
4847,2886,44,Edwards Project Solutions,MD,Elkridge,127,"$8,579,062.00 ",Business Products & Services,8
5896,2887,164,Intermountain Electronics,UT,Price,127,"$68,669,912.00 ",Manufacturing,2
25516,2888,13,Brian Gavin Diamonds,TX,Houston,126,"$10,717,000.00 ",Retail,1
19967,2889,122,Global Business Solutions,FL,Pensacola,126,"$11,439,691.00 ",IT Services,4
426,2890,135,IndSoft,IL,St. Charles,126,"$17,036,656.00 ",IT Services,5
22046,2891,140,Strong-Bridge,WA,Seattle,126,"$27,748,578.00 ",Business Products & Services,3
2139,2892,330,Top Flite Financial,MI,Williamston,126,"$26,290,580.00 ",Financial Services,6
24595,2893,275,AFS,LA,Shreveport,126,"$54,435,073.00 ",Logistics & Transportation,2
26198,2894,62,Artemis IT,FL,Melbourne,126,"$7,594,330.00 ",IT Services,1
21847,2895,57,Prime Solutions,MD,Columbia,126,"$13,824,843.00 ",Government Services,3
19840,2896,13,Bird Rock Systems,CA,San Diego,126,"$10,036,465.00 ",IT Services,4
19865,2897,61,OriGen Biomedical,TX,Austin,126,"$8,730,319.00 ",Health,4
20010,2898,"1,250",STS Aviation Group,FL,Jensen Beach,126,"$165,605,937.00 ",Logistics & Transportation,3
26240,2899,365,Centrify,CA,Santa Clara,126,"$45,324,628.00 ",Software,1
662,2900,165,YapStone,CA,Walnut Creek,126,"$88,053,519.00 ",Financial Services,7
17660,2901,"1,500",Canon Recruiting Group,CA,Santa Clarita,126,"$10,746,689.00 ",Human Resources,5
22125,2902,79,DPM Fragrance,MS,Starkville,126,"$12,740,230.00 ",Manufacturing,3
24236,2903,20,Panamerica Computers,VA,Luray,126,"$69,792,000.00 ",Government Services,2
19266,2904,20,MAG Trucks,MO,Grain Valley,126,"$7,608,368.00 ",Business Products & Services,2
25459,2905,19,Hydra-Flex,MN,Burnsville,126,"$5,093,219.00 ",Manufacturing,1
25835,2906,944,First Call Resolution,OR,Roseburg,126,"$22,576,000.00 ",Business Products & Services,1
22228,2907,65,Creative Breakthroughs,MI,Troy,125,"$27,055,609.00 ",IT Services,3
21278,2908,61,Paragon Micro,IL,Lake Zurich,125,"$98,084,000.00 ",IT Services,2
25368,2909,460,Intouch Solutions (Overland Park KS),KS,Overland Park,125,"$67,751,506.00 ",Health,1
25234,2910,40,Technology Resource Services,FL,Boca Raton,125,"$4,659,965.00 ",IT Services,1
17956,2911,400,Salesify,CA,Redwood City,125,"$7,413,352.00 ",Business Products & Services,5
22215,2912,33,RICS Software,IN,Indianapolis,125,"$4,246,947.00 ",Software,3
24301,2913,13,A1A Airport & Limousine Service,FL,Boca Raton,125,"$3,402,447.00 ",Travel & Hospitality,2
3631,2914,24,Pathfinders,PA,Wayne,125,"$5,284,607.00 ",IT Services,4
25069,2915,20,Mediassociates,CT,Sandy Hook,125,"$6,067,202.00 ",Advertising & Marketing,1
273,2916,242,5Linx Enterprises,NY,Rochester,125,"$112,397,000.00 ",Telecommunications,9
25042,2917,55,Piedmont Hoist & Crane,NC,Colfax,125,"$19,081,000.00 ",Manufacturing,1
1500,2918,70,ADG Creative,MD,Columbia,125,"$10,406,000.00 ",Advertising & Marketing,3
26174,2919,718,GuideOne Insurance,IA,West Des Moines,124,"$1,138,554,666.00 ",Insurance,1
22817,2920,"2,091",Addison Search,IL,Chicago,124,"$166,322,933.00 ",Human Resources,8
18526,2921,138,Creative Lodging Solutions,KY,Lexington,124,"$100,562,981.00 ",Travel & Hospitality,5
25257,2922,65,Revention,TX,Houston,124,"$11,951,231.00 ",Food & Beverage,1
4034,2923,  -    ,Sorriso Technologies,MA,Acton,124,"$2,919,195.00 ",Software,3
25473,2924,13,CCTV Security Pros,NJ,Cherry Hill,124,"$8,582,000.00 ",Security,1
22274,2925,65,Circuitronics,TX,Irving,124,"$10,330,030.00 ",Manufacturing,2
24657,2926,425,Foliage,MA,Burlington,124,"$48,013,000.00 ",Engineering,1
19639,2927,120,Nitro,CA,San Francisco,124,"$20,011,950.00 ",Software,4
23924,2928,30,Groove Commerce,MD,Baltimore,124,"$2,445,026.00 ",Advertising & Marketing,2
21842,2929,24,SportsSignup,NY,Latham,124,"$4,178,513.00 ",Software,3
21925,2930,109,Made Ya Smile Dental,TX,Sugar Land,124,"$14,052,000.00 ",Health,3
423,2931,"7,982",PeopleShare,PA,Pottstown,123,"$57,982,514.00 ",Human Resources,6
186,2932,72,cPrime,CA,Foster City,123,"$20,736,922.00 ",IT Services,6
25952,2933,41,Sun Title Agency,MI,Grand Rapids,123,"$4,147,087.00 ",Real Estate,1
20169,2934,115,USIT,VA,Chantilly,123,"$22,047,663.00 ",IT Services,4
19681,2935,94,BSI Engineering,OH,Cincinnati,123,"$14,030,000.00 ",Engineering,4
24466,2936,34,Novus Medical Detox,FL,New Port Richey,123,"$3,861,767.00 ",Health,2
22377,2937,563,Linium,NY,New York,123,"$57,066,771.00 ",Business Products & Services,3
1242,2938,568,Accuvant,CO,Denver,123,"$350,152,337.00 ",Security,8
24079,2939,140,Lollicup USA,CA,Chino,123,"$60,030,547.00 ",Business Products & Services,2
21510,2940,908,Supreme Lending,TX,Dallas,123,"$148,322,903.00 ",Financial Services,3
21253,2941,65,Quincy Bioscience,WI,Madison,123,"$19,340,000.00 ",Health,3
25582,2942,6,Vantage Payments,AZ,Scottsdale,123,"$2,025,574.00 ",Financial Services,1
23781,2943,41,Parallel HR Solutions,UT,Murray,123,"$6,356,842.00 ",Human Resources,2
25802,2944,25,Turn-key Technologies,NJ,Sayreville,123,"$9,928,748.00 ",IT Services,1
3042,2945,213,Cumberland Consulting Group,TN,Franklin,123,"$40,306,000.00 ",IT Services,6
1841,2946,177,Bankers Healthcare Group,FL,Southwest Ranches,123,"$61,332,289.00 ",Financial Services,8
18645,2947,65,Contemporary Staffing Solutions,NJ,Mount Laurel,123,"$104,511,308.00 ",Human Resources,5
21626,2948,26,Integrated Business Technologies,OK,Broken Arrow,122,"$3,818,677.00 ",IT Services,3
22161,2949,20,ServerLift,AZ,Phoenix,122,"$4,756,934.00 ",Manufacturing,3
23980,2950,12,ClimbTech,TX,Austin,122,"$3,041,920.00 ",Manufacturing,2
25953,2951,12,Bat City Awards & Apparel,TX,Austin,122,"$2,035,342.00 ",Business Products & Services,1
25110,2952,652,Genewiz,NJ,South Plainfield,122,"$41,463,607.00 ",Business Products & Services,1
24316,2953,38,Point & Pay,FL,Oldsmar,122,"$12,230,626.00 ",Financial Services,2
2573,2954,333,VanderHouwen & Associates,OR,Portland,122,"$38,739,454.00 ",IT Services,6
26222,2955,9,IQR Consulting,CA,Santa Rosa,122,"$2,023,000.00 ",Financial Services,1
25350,2956,272,Accurate Background,CA,Irvine,122,"$28,083,983.00 ",Human Resources,1
20480,2957,35,Saxum,OK,Oklahoma City,122,"$5,519,983.00 ",Advertising & Marketing,4
25884,2958,70,T&G Constructors,FL,Orlando,122,"$36,461,739.00 ",Construction,1
23763,2959,300,Empyrean Benefit Solutions,TX,Houston,122,"$33,514,612.00 ",Human Resources,2
101,2960,347,Zeon Solutions,WI,Milwaukee,122,"$14,845,030.00 ",IT Services,6
25202,2961,26,The Frontier Project,VA,Richmond,122,"$2,251,759.00 ",Business Products & Services,1
19229,2962,87,Phone Power,CA,Winnetka,122,"$17,283,580.00 ",Telecommunications,3
20317,2963,33,The Asylum,CA,Burbank,122,"$18,080,241.00 ",Media,4
25195,2964,50,Appliances Connection,NY,Brooklyn,122,"$115,625,529.00 ",Consumer Products & Services,1
17611,2965,65,AXIA Consulting,OH,Columbus,122,"$21,384,610.00 ",IT Services,5
20853,2966,102,Aurico,IL,Arlington Heights,122,"$12,649,916.00 ",Human Resources,4
25859,2967,180,Baldwin Risk Partners,FL,Tampa,122,"$15,671,743.00 ",Insurance,1
24901,2968,7,Integrated Insight,FL,The Villages,121,"$2,684,197.00 ",Business Products & Services,1
18179,2969,230,Keste,TX,Plano,121,"$33,132,213.00 ",IT Services,5
1848,2970,225,Anexinet,PA,Blue Bell,121,"$113,034,000.00 ",IT Services,7
22207,2971,210,Blue Armor Security Services,TX,San Antonio,121,"$4,540,605.00 ",Security,3
25198,2972,36,Alert Solutions,RI,Cranston,121,"$4,572,100.00 ",Business Products & Services,1
26101,2973,20,Residential Systems,CO,Lakewood,121,"$3,456,000.00 ",Consumer Products & Services,1
21533,2974,98,Hiatus Spa + Retreat,TX,Dallas,121,"$4,276,894.00 ",Consumer Products & Services,3
25903,2975,24,E Group (Reston VA),VA,Reston,121,"$21,521,964.00 ",Business Products & Services,1
3043,2976,25,Red Moon Marketing,NC,Charlotte,121,"$7,733,037.00 ",Advertising & Marketing,4
25159,2977,60,Centroid,MI,Troy,121,"$22,576,867.00 ",IT Services,1
26018,2978,34,Cullum Homes,AZ,Scottsdale,121,"$20,594,691.00 ",Construction,1
24067,2979,65,QCS Logistics,LA,New Orleans,121,"$3,514,112.00 ",Logistics & Transportation,2
23961,2980,52,Redtail Technology,CA,Gold River,121,"$7,311,661.00 ",Software,2
20274,2981,37,Concept Technology,TN,Nashville,121,"$5,311,521.00 ",IT Services,4
20580,2982,205,National Systems Consulting,TX,Plano,121,"$23,397,205.00 ",IT Services,4
4525,2983,85,KaTom Restaurant Supply,TN,Kodak,120,"$54,975,244.00 ",Food & Beverage,6
23522,2984,13,The Orchid Boutique,FL,Miami,120,"$2,417,089.00 ",Retail,2
25806,2985,199,Wildman Business Group,IN,Warsaw,120,"$37,375,836.00 ",Business Products & Services,1
22534,2986,40,HomeSmart,AZ,Phoenix,120,"$109,695,228.00 ",Real Estate,3
24527,2987,26,Etter Engineering,CT,Bristol,120,"$7,592,000.00 ",Manufacturing,2
21003,2988,85,Honey-Can-Do,IL,Berkeley,120,"$38,680,000.00 ",Consumer Products & Services,3
989,2989,250,Astir IT Solutions,NJ,South Plainfield,120,"$26,663,803.00 ",IT Services,8
3711,2990,227,Atrion Networking,RI,Warwick,120,"$84,169,384.00 ",IT Services,6
19290,2991,62,RAMP,MA,Boston,120,"$7,182,533.00 ",Advertising & Marketing,2
2064,2992,50,Signum Group,GA,Atlanta,120,"$9,085,129.00 ",Business Products & Services,3
894,2993,148,Next Tier Concepts,VA,Vienna,120,"$34,013,909.00 ",IT Services,6
2852,2994,118,Predictive Service,OH,Cleveland,120,"$14,176,921.00 ",Business Products & Services,8
22420,2995,35,CyberTex,TX,Austin,120,"$3,566,288.00 ",Education,3
25059,2996,15,ExamSoft Worldwide,TX,Dallas,120,"$9,659,139.00 ",Education,1
26055,2997,35,Flooring Solutions,TX,Austin,119,"$20,306,122.00 ",Construction,1
23642,2998,15,Z Brand Group,PA,Pittsburgh,119,"$3,067,705.00 ",Advertising & Marketing,2
24141,2999,16,Liberty Technology,GA,Griffin,119,"$2,904,816.00 ",IT Services,2
26012,3000,17,RMS Media Group,MA,Andover,119,"$5,951,000.00 ",Media,1
25681,3001,3,ARG,FL,St. Petersburg,119,"$3,842,814.00 ",Human Resources,1
19820,3002,84,KBA Docusys,CA,Union City,119,"$20,748,094.00 ",Business Products & Services,4
4882,3003,51,Bottom Line Equipment,LA,St. Rose,119,"$38,898,129.00 ",Construction,6
152,3004,145,CPXi,NY,New York,119,"$111,440,000.00 ",Advertising & Marketing,4
25200,3005,35,Atlantic Partners,FL,Boca Raton,119,"$12,484,551.00 ",Human Resources,1
20177,3006,76,Republica,FL,Miami,119,"$11,913,237.00 ",Advertising & Marketing,4
19807,3007,"2,722",Which Wich Superior Sandwiches,TX,Dallas,119,"$11,177,580.00 ",Food & Beverage,4
25813,3008,19,Trinity Insight,PA,Philadelphia,119,"$2,123,342.00 ",Advertising & Marketing,1
21231,3009,35,JWB Real Estate Capital,FL,Jacksonville,119,"$9,324,295.00 ",Real Estate,3
23915,3010,16,Strativity Group,NJ,Hackensack,119,"$5,891,000.00 ",Business Products & Services,2
25573,3011,24,Metro Health,FL,Orlando,118,"$6,620,789.00 ",Health,1
19476,3012,41,BountyJobs,NY,New York,118,"$35,344,272.00 ",Human Resources,4
18161,3013,"1,025",Orion Systems Integrators,NJ,Monmouth Junction,118,"$68,127,000.00 ",IT Services,5
3025,3014,88,Dogtopia,VA,Tysons Corner,118,"$5,623,900.00 ",Consumer Products & Services,7
1616,3015,628,Stone Brewing,CA,Escondido,118,"$136,330,955.00 ",Food & Beverage,10
26529,3016,22,Substance Over Form,CA,Los Angeles,118,"$15,139,835.00 ",Consumer Products & Services,1
22787,3017,803,Data Dimensions,WI,Janesville,118,"$48,228,789.00 ",Business Products & Services,2
23592,3018,70,Saturn Tech,MI,Farmington,118,"$2,946,119.00 ",IT Services,2
21056,3019,151,PCI Strategic Management,MD,Columbia,118,"$35,488,463.00 ",Government Services,3
3852,3020,"2,961",Document Technologies,GA,Atlanta,118,"$257,489,011.00 ",Business Products & Services,7
25583,3021,21,Foundant Technologies,MT,Bozeman,118,"$2,185,463.00 ",Software,1
25219,3022,23,HMS Worldwide,NC,Cornelius,118,"$3,251,818.00 ",Advertising & Marketing,1
24844,3023,18,Five Blocks,NY,New York,118,"$2,134,135.00 ",Business Products & Services,1
24330,3024,60,RKON Technologies,IL,Chicago,118,"$40,495,740.00 ",IT Services,2
25826,3025,16,Tasc Performance,LA,Metairie,118,"$5,441,775.00 ",Consumer Products & Services,1
25756,3026,9,ACT Dental,KS,Leawood,118,"$2,259,124.00 ",Health,1
25776,3027,110,YourEncore,IN,Indianapolis,118,"$57,604,467.00 ",Health,1
25929,3028,210,Nature's Variety,MO,St. Louis,118,"$95,805,461.00 ",Consumer Products & Services,1
21762,3029,174,Linktech Worldwide,CA,Beverly Hills,118,"$12,239,029.00 ",Advertising & Marketing,3
23570,3030,"1,294",Crane Worldwide Logistics,TX,Houston,118,"$574,742,000.00 ",Logistics & Transportation,2
23883,3031,24,Switchplace,TX,Dallas,118,"$16,640,093.00 ",Travel & Hospitality,2
22271,3032,385,The Parker Companies,GA,Savannah,118,"$265,112,638.00 ",Retail,3
4393,3033,48,DEB Construction,CA,Anaheim,118,"$36,521,481.00 ",Construction,3
1143,3034,267,Achieve3000,NJ,Lakewood,118,"$58,172,363.00 ",Education,7
25876,3035,47,A&I Fire and Water Restoration,SC,Myrtle Beach,117,"$21,548,448.00 ",Construction,1
4,3036,45,INE,WA,Bellevue,117,"$10,023,000.00 ",Education,4
23619,3037,73,Allied Associates International,VA,Warrenton,117,"$14,460,454.00 ",Government Services,2
2480,3038,105,M33 Integrated Solutions,SC,Greenville,117,"$38,865,333.00 ",Logistics & Transportation,8
26324,3039,900,The Woodhouse Day Spa,TX,Victoria,117,"$37,515,645.00 ",Travel & Hospitality,1
24153,3040,57,Ticomix,IL,Loves Park,117,"$9,163,900.00 ",IT Services,2
2992,3041,30,Amotec,OH,Cleveland,117,"$9,123,255.00 ",Human Resources,7
25418,3042,110,Harmony Home Health,FL,Largo,117,"$2,387,748.00 ",Health,1
19389,3043,14,Stellar Development,FL,Sarasota,117,"$9,990,593.00 ",Construction,4
21922,3044,20,Interactive Education Concepts,CA,Encino,117,"$3,904,359.00 ",Education,2
3089,3045,17,Ohio Power Tool,OH,Columbus,117,"$8,280,027.00 ",Consumer Products & Services,6
6019,3046,25,Noble,FL,Orlando,117,"$13,263,204.00 ",Health,4
25585,3047,110,National Tax Search,IL,Chicago,117,"$8,778,248.00 ",Real Estate,1
26016,3048,44,SmokingPipes.com,SC,Little River,117,"$9,727,929.00 ",Retail,1
2122,3049,60,Merrick Systems,TX,Houston,117,"$18,127,195.00 ",Energy,5
19803,3050,25,Home Trends & Design,TX,Austin,117,"$14,927,877.00 ",Consumer Products & Services,4
26618,3051,34,AvAir,AZ,Chandler,117,"$40,730,169.00 ",Logistics & Transportation,1
25987,3052,6,D&D Unlimited,FL,Orlando,116,"$4,050,402.00 ",Advertising & Marketing,1
21702,3053,25,BrightWave Marketing,GA,Atlanta,116,"$3,321,330.00 ",Advertising & Marketing,3
22930,3054,33,Lead5 Media,CA,Newark,116,"$33,026,032.00 ",Advertising & Marketing,2
19631,3055,56,Recruit Veterans,TX,Cedar Park,116,"$4,437,363.00 ",Government Services,4
23847,3056,123,Signature Systems Group,NY,New York,116,"$79,260,659.00 ",Manufacturing,6
21967,3057,31,AmeriCommerce,TX,Beaumont,116,"$3,141,677.00 ",Software,3
284,3058,140,Anytime Fitness,MN,Hastings,116,"$798,666,000.00 ",Health,6
1154,3059,"1,600",InGenesis,TX,San Antonio,116,"$111,608,856.00 ",Health,7
25888,3060,5,Eye5 Mktg & Talent,NY,New York,116,"$2,113,987.00 ",Advertising & Marketing,1
22151,3061,29,DiGennaro Communications,NY,New York,116,"$5,013,766.00 ",Advertising & Marketing,4
24266,3062,48,Portent,WA,Seattle,116,"$5,494,000.00 ",Advertising & Marketing,2
2043,3063,25,Sales Optimizer,FL,Maitland,116,"$4,162,974.00 ",Business Products & Services,5
7965,3064,69,nLogic,AL,Huntsville,116,"$14,511,681.00 ",Government Services,5
19897,3065,277,PM Pediatrics,NY,Lake Success,116,"$18,144,714.00 ",Health,4
19671,3066,41,ApoCell,TX,Houston,116,"$9,283,981.00 ",Health,4
2239,3067,300,OpticsPlanet,IL,Northbrook,116,"$168,638,930.00 ",Retail,7
3949,3068,57,Dominion Digital,VA,Glen Allen,116,"$16,786,111.00 ",Business Products & Services,3
25546,3069,25,PeriShip,CT,Branford,115,"$18,149,728.00 ",Logistics & Transportation,1
17549,3070,"1,400",AvePoint,NJ,Jersey City,115,"$78,494,000.00 ",Software,5
25619,3071,33,Happy Cog,PA,Philadelphia,115,"$5,326,115.00 ",Business Products & Services,1
26552,3072,11,Visual Connections,MD,Windsor Mill,115,"$2,800,773.00 ",IT Services,1
26164,3073,16,Crane USA,IL,Bensenville,115,"$26,556,367.00 ",Manufacturing,1
17468,3074,110,Soft Tech Consulting,VA,Chantilly,115,"$14,661,758.00 ",IT Services,5
22101,3075,28,Spire Investment Partners,VA,Reston,115,"$22,777,937.00 ",Financial Services,3
23733,3076,31,Environmental Management & Planning Solutions,CO,Boulder,115,"$7,047,088.00 ",Environmental Services,2
22460,3077,18,OMW,CA,Novato,115,"$3,001,101.00 ",Manufacturing,3
17467,3078,75,SaveOnResorts.com,CA,Carlsbad,115,"$7,396,903.00 ",Travel & Hospitality,3
25204,3079,65,PointSource,NC,Raleigh,115,"$6,926,263.00 ",Software,1
23956,3080,4,Fun and Function,PA,Merion Station,115,"$2,626,015.00 ",Retail,2
20852,3081,45,Broad Street Realty,MD,Bethesda,115,"$20,432,800.00 ",Real Estate,3
22172,3082,92,Netgain,MN,St. Cloud,115,"$13,226,508.00 ",IT Services,3
22519,3083,25,Max Technical Training,OH,Mason,115,"$3,840,239.00 ",IT Services,3
24004,3084,71,Xarisma,AL,Huntsville,115,"$9,592,627.00 ",Business Products & Services,2
25795,3085,100,Nammo Composite Solutions,UT,Salt Lake City,115,"$13,723,744.00 ",Manufacturing,1
19705,3086,15,Nutricity,MA,Walpole,115,"$9,646,283.00 ",Health,4
19407,3087,22,Realgy,CT,West Hartford,115,"$32,032,815.00 ",Energy,4
22458,3088,116,Richard Brady & Associates,CA,San Diego,115,"$42,755,076.00 ",Engineering,3
24380,3089,30,CentrexIT,CA,San Diego,115,"$3,330,108.00 ",IT Services,2
19762,3090,37,Mom Central Consulting,MA,Newton,115,"$6,377,144.00 ",Advertising & Marketing,4
1807,3091,488,Bodybuilding.com,ID,Boise,115,"$420,482,000.00 ",Retail,9
118,3092,202,Improving Enterprises,TX,Addison,115,"$27,475,857.00 ",IT Services,6
4038,3093,28,KEEPRS,MN,Sauk Rapids,115,"$9,195,731.00 ",Retail,8
24978,3094,30,Savantis Group,PA,Exton,115,"$8,303,000.00 ",IT Services,1
420,3095,93,BIAS,GA,Atlanta,115,"$50,062,800.00 ",IT Services,5
20686,3096,507,EDM Americas,NC,Raleigh,114,"$58,247,000.00 ",IT Services,4
22094,3097,70,Fortus Healthcare Resources,NY,Utica,114,"$7,435,531.00 ",Health,3
25542,3098,450,Reinfro,TX,Brownsville,114,"$8,422,452.00 ",Manufacturing,1
4821,3099,890,Rapid Global Business Solutions,MI,Madison Heights,114,"$74,699,517.00 ",Human Resources,5
21595,3100,80,Inovex Information Systems,MD,Hanover,114,"$14,639,000.00 ",Government Services,3
24564,3101,23,ClickSafety,CA,Walnut Creek,114,"$9,406,000.00 ",Education,2
17976,3102,38,Team Epiphany,NY,New York,114,"$11,064,000.00 ",Advertising & Marketing,6
25000,3103,41,The Cydio Group,CA,San Diego,114,"$3,809,509.00 ",IT Services,1
24126,3104,"1,000",STS International (Pleasanton CA),CA,Pleasanton,114,"$43,130,000.00 ",IT Services,2
8181,3105,273,Peoplelink,IN,South Bend,114,"$227,354,512.00 ",Human Resources,3
19552,3106,53,Mango Languages,MI,Farmington Hills,114,"$8,149,582.00 ",Education,4
20166,3107,100,Christmas Central,NY,Cheektowaga,114,"$21,748,728.00 ",Retail,4
3738,3108,330,Plasticard - Locktech International,NC,Asheville,114,"$44,592,034.00 ",Business Products & Services,5
73,3109,67,Adlucent,TX,Austin,114,"$11,315,000.00 ",Advertising & Marketing,4
1025,3110,182,Choicelunch,CA,San Ramon,114,"$17,882,083.00 ",Food & Beverage,6
24997,3111,61,Open Scan,CO,Denver,114,"$11,733,000.00 ",Financial Services,1
26278,3112,10,WriterAccess,MA,Boston,114,"$2,891,735.00 ",Business Products & Services,1
1784,3113,120,ShoppersChoice.com,LA,Baton Rouge,114,"$50,737,118.00 ",Consumer Products & Services,7
23653,3114,46,PeopleFirm,WA,Seattle,114,"$7,862,127.00 ",Human Resources,2
24887,3115,22,Innovative,MD,Hagerstown,113,"$4,474,681.00 ",IT Services,1
20137,3116,83,Innovest Systems,NY,New York,113,"$17,385,000.00 ",Financial Services,3
25058,3117,26,Spearhead Staffing,NJ,Bridgewater,113,"$2,079,202.00 ",Health,1
3754,3118,155,Telular,IL,Chicago,113,"$98,943,000.00 ",Telecommunications,6
2598,3119,200,XIFIN,CA,San Diego,113,"$37,744,614.00 ",Software,8
471,3120,90,iVision,GA,Atlanta,113,"$34,041,173.00 ",IT Services,6
20623,3121,"1,227",Westlake Financial Services,CA,Los Angeles,113,"$569,240,000.00 ",Financial Services,4
57,3122,"1,469",ReSource Pro,NY,New York,113,"$33,583,810.00 ",Insurance,6
21918,3123,18,Leonisa USA,GA,Norcross,113,"$6,229,322.00 ",Retail,3
22018,3124,974,Flagger Force,PA,Hummelstown,113,"$39,415,509.00 ",Construction,3
21094,3125,78,Abbyson Living,CA,Calabasas,113,"$33,605,720.00 ",Consumer Products & Services,5
19974,3126,9,CTG US,FL,Coral Springs,113,"$9,495,820.00 ",Logistics & Transportation,4
2900,3127,98,Celerant Technology,NY,Staten Island,113,"$21,443,000.00 ",Software,7
21004,3128,79,Inspira Marketing,CT,Norwalk,113,"$15,717,549.00 ",Advertising & Marketing,3
24490,3129,40,Inspired eLearning,TX,San Antonio,113,"$5,566,000.00 ",Business Products & Services,2
21521,3130,142,G5 Search Marketing,OR,Bend,113,"$23,600,964.00 ",IT Services,5
1605,3131,"2,363",Total Quality Logistics,OH,Cincinnati,113,"$1,621,033,577.00 ",Logistics & Transportation,10
19990,3132,37,Aspex Solutions,IL,Chicago,113,"$5,206,594.00 ",Education,4
17461,3133,50,GPS Insight,AZ,Scottsdale,113,"$19,504,937.00 ",Software,5
26073,3134,40,ReGreen,CA,Los Angeles,113,"$14,480,000.00 ",Energy,1
23708,3135,16,Akrometrix,GA,Atlanta,113,"$6,748,611.00 ",Manufacturing,2
25448,3136,8,1st Oklahoma Construction,OK,Norman,113,"$2,937,634.00 ",Construction,1
274,3137,199,Smarsh,OR,Portland,112,"$31,541,000.00 ",Software,7
26230,3138,63,Winesburg Builders,OH,Millersburg,112,"$18,625,400.00 ",Construction,1
25556,3139,93,Zehnder Communications,LA,New Orleans,112,"$8,235,618.00 ",Advertising & Marketing,1
25182,3140,6,Burleson Orthodontics,MO,Kansas City,112,"$3,651,258.00 ",Health,1
25532,3141,20,Alakai Defense Systems,FL,Largo,112,"$7,951,000.00 ",Government Services,1
5492,3142,52,Independent Financial Group,CA,San Diego,112,"$96,604,900.00 ",Financial Services,6
11095,3143,222,Catamount Constructors,CO,Lakewood,112,"$319,682,168.00 ",Construction,2
24630,3144,223,Southern Botanical,TX,Dallas,112,"$23,908,360.00 ",Construction,1
9398,3145,64,Planit,MD,Baltimore,112,"$11,500,145.00 ",Advertising & Marketing,3
1711,3146,79,IMCorp,CT,Manchester,112,"$15,516,474.00 ",Engineering,6
21655,3147,113,LDiscovery,VA,McLean,112,"$36,821,256.00 ",Business Products & Services,3
22049,3148,58,Solaris,WI,West Allis,112,"$5,992,714.00 ",Manufacturing,3
24160,3149,15,NextLevel Practice,AZ,Scottsdale,112,"$4,603,555.00 ",Health,2
23576,3150,74,Environmental Service Laboratories,PA,Indiana,111,"$7,535,741.00 ",Environmental Services,2
25320,3151,251,Somerset Regional Water Resources,PA,Somerset,111,"$73,097,031.00 ",Energy,1
24139,3152,100,InterDyn BMI,MN,Roseville,111,"$20,470,000.00 ",IT Services,2
1759,3153,51,Dodge Communications,GA,Alpharetta,111,"$7,363,645.00 ",Advertising & Marketing,6
21622,3154,83,Healthcare Data Solutions,CA,Irvine,111,"$11,830,000.00 ",Health,3
1493,3155,28,FoodGuys,OR,Wilsonville,111,"$46,305,343.00 ",Food & Beverage,5
22263,3156,15,Proforma Promotionally Yours,KS,Kansas City,111,"$4,320,000.00 ",Advertising & Marketing,4
20254,3157,95,DC Dental,MD,Baltimore,111,"$43,341,525.00 ",Health,4
25950,3158,270,Testengeer,TX,Port Lavaca,111,"$28,038,631.00 ",Engineering,1
17473,3159,140,TRIS3CT,IL,Chicago,111,"$21,484,000.00 ",Advertising & Marketing,4
21983,3160,188,Credera,TX,Addison,111,"$31,124,950.00 ",IT Services,3
21489,3161,110,Solstice Benefits,FL,Plantation,111,"$25,984,168.00 ",Insurance,3
26503,3162,55,Thinkgate,NC,Charlotte,111,"$12,246,331.00 ",Education,1
25629,3163,82,South Beach Tanning Company,FL,Longwood,111,"$5,418,059.00 ",Consumer Products & Services,1
